Código Capítulo;Capítulo Descripción;Exportaciones;Mes;NUM;Año
26;Minerales metalíferos, escorias y cenizas.;3407614.036;Agosto;8;2019
26;Minerales metalíferos, escorias y cenizas.;939411.975;Septiembre;9;2019
26;Minerales metalíferos, escorias y cenizas.;4143747.29;Octubre;10;2019
26;Minerales metalíferos, escorias y cenizas.;870990.4;Noviembre;11;2019
26;Minerales metalíferos, escorias y cenizas.;3757374.401;Diciembre;12;2019
26;Minerales metalíferos, escorias y cenizas.;801433.8738;Enero;1;2020
26;Minerales metalíferos, escorias y cenizas.;3130917.3;Febrero;2;2020
26;Minerales metalíferos, escorias y cenizas.;3589678.642;Marzo;3;2020
26;Minerales metalíferos, escorias y cenizas.;540;Mayo;5;2020
26;Minerales metalíferos, escorias y cenizas.;1375;Junio;6;2020
26;Minerales metalíferos, escorias y cenizas.;2711579.857;Julio;7;2020
26;Minerales metalíferos, escorias y cenizas.;2292110.2;Agosto;8;2020
26;Minerales metalíferos, escorias y cenizas.;5500;Septiembre;9;2020
26;Minerales metalíferos, escorias y cenizas.;3104.5;Octubre;10;2020
26;Minerales metalíferos, escorias y cenizas.;1297756.76;Noviembre;11;2020
26;Minerales metalíferos, escorias y cenizas.;6575161.98;Diciembre;12;2020
26;Minerales metalíferos, escorias y cenizas.;2857959.965;Enero;1;2021
26;Minerales metalíferos, escorias y cenizas.;4915165.921;Febrero;2;2021
26;Minerales metalíferos, escorias y cenizas.;4496207.464;Marzo;3;2021
26;Minerales metalíferos, escorias y cenizas.;4359599.999;Abril;4;2021
26;Minerales metalíferos, escorias y cenizas.;1344461.292;Mayo;5;2021
26;Minerales metalíferos, escorias y cenizas.;8941140;Junio;6;2021
26;Minerales metalíferos, escorias y cenizas.;3076301.719;Julio;7;2021
26;Minerales metalíferos, escorias y cenizas.;9395955;Agosto;8;2021
26;Minerales metalíferos, escorias y cenizas.;4438358.18;Septiembre;9;2021
26;Minerales metalíferos, escorias y cenizas.;4082570;Octubre;10;2021
26;Minerales metalíferos, escorias y cenizas.;1242849.949;Noviembre;11;2021
26;Minerales metalíferos, escorias y cenizas.;8644830.208;Diciembre;12;2021
26;Minerales metalíferos, escorias y cenizas.;214597.744;Enero;1;2022
26;Minerales metalíferos, escorias y cenizas.;5863897.155;Febrero;2;2022
26;Minerales metalíferos, escorias y cenizas.;5708201.651;Marzo;3;2022
26;Minerales metalíferos, escorias y cenizas.;6221750.752;Abril;4;2022
26;Minerales metalíferos, escorias y cenizas.;10940319.28;Mayo;5;2022
26;Minerales metalíferos, escorias y cenizas.;9185687.562;Junio;6;2022
26;Minerales metalíferos, escorias y cenizas.;4499512.524;Julio;7;2022
26;Minerales metalíferos, escorias y cenizas.;427529.0469;Agosto;8;2022
26;Minerales metalíferos, escorias y cenizas.;13397.2416;Septiembre;9;2022
26;Minerales metalíferos, escorias y cenizas.;4680003.405;Octubre;10;2022
26;Minerales metalíferos, escorias y cenizas.;3698159.794;Noviembre;11;2022
26;Minerales metalíferos, escorias y cenizas.;6775299.006;Diciembre;12;2022
26;Minerales metalíferos, escorias y cenizas.;8055069.995;Enero;1;2023
26;Minerales metalíferos, escorias y cenizas.;5072880.005;Febrero;2;2023
26;Minerales metalíferos, escorias y cenizas.;11250000;Marzo;3;2023
26;Minerales metalíferos, escorias y cenizas.;10441434.88;Abril;4;2023
26;Minerales metalíferos, escorias y cenizas.;5628696.835;Mayo;5;2023
26;Minerales metalíferos, escorias y cenizas.;5522474.669;Junio;6;2023
26;Minerales metalíferos, escorias y cenizas.;8488939.999;Julio;7;2023
26;Minerales metalíferos, escorias y cenizas.;8910069.189;Agosto;8;2023
26;Minerales metalíferos, escorias y cenizas.;9887543.547;Septiembre;9;2023
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";2043138.033;Enero;1;2017
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";2246110.971;Febrero;2;2017
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";2367397.924;Marzo;3;2017
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";2218702.335;Abril;4;2017
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";3594342.253;Mayo;5;2017
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1919661.667;Junio;6;2017
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";2059566.863;Julio;7;2017
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1586866.446;Agosto;8;2017
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1383080.514;Septiembre;9;2017
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1529727.689;Octubre;10;2017
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1650031.777;Noviembre;11;2017
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";3477977.608;Diciembre;12;2017
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1422495.658;Enero;1;2018
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1319880.572;Febrero;2;2018
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1409833.449;Marzo;3;2018
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1170440.367;Abril;4;2018
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1494285.782;Mayo;5;2018
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1785706.128;Junio;6;2018
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1134967.015;Julio;7;2018
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1576086.428;Agosto;8;2018
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";10815969.64;Septiembre;9;2018
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1112432.09;Octubre;10;2018
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1460650.734;Noviembre;11;2018
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1355331.004;Diciembre;12;2018
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1120618.951;Enero;1;2019
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";721878.0732;Febrero;2;2019
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1323310.085;Marzo;3;2019
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1173053.472;Abril;4;2019
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";872025.6481;Mayo;5;2019
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1101897.118;Junio;6;2019
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";857585.5479;Julio;7;2019
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";810915.7664;Agosto;8;2019
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";7995097.077;Septiembre;9;2019
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";946905.352;Octubre;10;2019
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";6360890.407;Noviembre;11;2019
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1640793.464;Diciembre;12;2019
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1311374.783;Enero;1;2020
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";5099458.452;Febrero;2;2020
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";6639608.536;Marzo;3;2020
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";475298.0842;Abril;4;2020
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";673466.9777;Mayo;5;2020
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1135376.627;Junio;6;2020
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1745313.066;Julio;7;2020
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";584579.7292;Agosto;8;2020
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";2716415.453;Septiembre;9;2020
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1034089.977;Octubre;10;2020
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";5434573.577;Noviembre;11;2020
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";5074425.744;Diciembre;12;2020
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";3135163.378;Enero;1;2021
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";954640.9233;Febrero;2;2021
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";6136288.256;Marzo;3;2021
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";10241076.78;Abril;4;2021
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";8503120.679;Mayo;5;2021
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";12888973.46;Junio;6;2021
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";9240783.309;Julio;7;2021
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";6549143.322;Agosto;8;2021
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1056930.957;Septiembre;9;2021
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1252998.78;Octubre;10;2021
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";23564106.8;Noviembre;11;2021
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";5949642.963;Diciembre;12;2021
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";947621.475;Enero;1;2022
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1281467.606;Febrero;2;2022
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";4314825.591;Marzo;3;2022
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";3353970.375;Abril;4;2022
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";13809858.07;Mayo;5;2022
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";2737578.533;Junio;6;2022
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";36061362.89;Julio;7;2022
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";43088860.61;Agosto;8;2022
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";10638270.25;Septiembre;9;2022
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";2276298.091;Octubre;10;2022
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";2195228.654;Noviembre;11;2022
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1619091.951;Diciembre;12;2022
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";5360071.99;Enero;1;2023
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1170463.908;Febrero;2;2023
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1760092.945;Marzo;3;2023
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";8654852.02;Abril;4;2023
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";4655223.657;Mayo;5;2023
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";2156259.419;Junio;6;2023
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1579368.95;Julio;7;2023
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";1564405.867;Agosto;8;2023
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales.";5010559.925;Septiembre;9;2023
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";707100.5273;Enero;1;2017
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";986420.288;Febrero;2;2017
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1056600.212;Marzo;3;2017
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";648009.197;Abril;4;2017
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";772441.115;Mayo;5;2017
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";751590.6624;Junio;6;2017
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";569492.5816;Julio;7;2017
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";640794.5257;Agosto;8;2017
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";613578.6675;Septiembre;9;2017
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";963346.5374;Octubre;10;2017
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";903756.4954;Noviembre;11;2017
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";621902.9641;Diciembre;12;2017
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";653488.3354;Enero;1;2018
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";774421.1763;Febrero;2;2018
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";664500.8697;Marzo;3;2018
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";958353.3055;Abril;4;2018
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";503376.5208;Mayo;5;2018
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";561434.3165;Junio;6;2018
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";518079.1751;Julio;7;2018
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";751907.458;Agosto;8;2018
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";525842.3986;Septiembre;9;2018
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";630345.6363;Octubre;10;2018
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";620000.5477;Noviembre;11;2018
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";312874.1571;Diciembre;12;2018
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";739853.5486;Enero;1;2019
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";413964.1735;Febrero;2;2019
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";682493.4089;Marzo;3;2019
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";601766.1954;Abril;4;2019
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";445955.7119;Mayo;5;2019
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";557797.0192;Junio;6;2019
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";962610.1983;Julio;7;2019
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";540560.209;Agosto;8;2019
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";354989.4033;Septiembre;9;2019
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";667792.5922;Octubre;10;2019
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";810014.3116;Noviembre;11;2019
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";484941.5592;Diciembre;12;2019
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";651800.5205;Enero;1;2020
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";639447.0819;Febrero;2;2020
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";664295.0578;Marzo;3;2020
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";664044.307;Abril;4;2020
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";775103.8322;Mayo;5;2020
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";762908.7776;Junio;6;2020
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";436145.2726;Julio;7;2020
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";439499.5875;Agosto;8;2020
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";537681.046;Septiembre;9;2020
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";976401.3719;Octubre;10;2020
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";568211.8431;Noviembre;11;2020
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";530612.4905;Diciembre;12;2020
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";559090.9942;Enero;1;2021
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";802922.2116;Febrero;2;2021
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1276600.508;Marzo;3;2021
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1353004.726;Abril;4;2021
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";569845.6424;Mayo;5;2021
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";2115595.249;Junio;6;2021
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";836568.4514;Julio;7;2021
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1822586.472;Agosto;8;2021
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1701233.478;Septiembre;9;2021
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1426012.453;Octubre;10;2021
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1281562.22;Noviembre;11;2021
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1456259.903;Diciembre;12;2021
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";815847.7137;Enero;1;2022
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1402577.693;Febrero;2;2022
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";2411539.495;Marzo;3;2022
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1366514.593;Abril;4;2022
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1627067.913;Mayo;5;2022
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1528230.513;Junio;6;2022
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";2745791.235;Julio;7;2022
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1712187.039;Agosto;8;2022
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";2019801.675;Septiembre;9;2022
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1714381.665;Octubre;10;2022
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1623929.985;Noviembre;11;2022
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1416146.81;Diciembre;12;2022
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1302337.083;Enero;1;2023
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1871472.969;Febrero;2;2023
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";2005404.044;Marzo;3;2023
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1470621.079;Abril;4;2023
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1327349.097;Mayo;5;2023
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1415834.031;Junio;6;2023
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1080266.47;Julio;7;2023
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";1576961.601;Agosto;8;2023
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radioactivos, de metales de las tierras raras o de isótopos.";2683436.928;Septiembre;9;2023
29;Productos químicos orgánicos.;3873831.604;Enero;1;2017
29;Productos químicos orgánicos.;288071.9518;Febrero;2;2017
29;Productos químicos orgánicos.;5532799.313;Marzo;3;2017
29;Productos químicos orgánicos.;147127.0287;Abril;4;2017
29;Productos químicos orgánicos.;5245598.974;Mayo;5;2017
29;Productos químicos orgánicos.;345036.7035;Junio;6;2017
29;Productos químicos orgánicos.;184455.377;Julio;7;2017
29;Productos químicos orgánicos.;182674.076;Agosto;8;2017
29;Productos químicos orgánicos.;3385768.297;Septiembre;9;2017
29;Productos químicos orgánicos.;2580747.974;Octubre;10;2017
29;Productos químicos orgánicos.;436317.4399;Noviembre;11;2017
29;Productos químicos orgánicos.;428197.1802;Diciembre;12;2017
29;Productos químicos orgánicos.;4833472.841;Enero;1;2018
29;Productos químicos orgánicos.;4302092.005;Febrero;2;2018
29;Productos químicos orgánicos.;302335.654;Marzo;3;2018
29;Productos químicos orgánicos.;4248263.465;Abril;4;2018
29;Productos químicos orgánicos.;3359782.254;Mayo;5;2018
29;Productos químicos orgánicos.;313614.3054;Junio;6;2018
29;Productos químicos orgánicos.;1876785.29;Julio;7;2018
29;Productos químicos orgánicos.;529329.9111;Agosto;8;2018
29;Productos químicos orgánicos.;186238.7035;Septiembre;9;2018
